nconst,primaryName,numFilms,totalVotes,titles
nm1275259,Alexandra Daddario,23,1195695,tt2126355|tt1469304|tt0814255|tt1854564|tt1572315|tt5783956|tt3797868|tt6533240|tt8707922|tt4565520|tt0796302|tt8058874|tt12592252|tt3339674|tt5952138|tt1100051|tt1697800|tt0920462|tt12024308|tt3138344|tt6744360|tt22525442|tt12477096
nm0662981,Michael Parks,49,1195176,tt0378194|tt3099498|tt3647498|tt0873886|tt2309021|tt2950418|tt0109578|tt0119527|tt0060164|tt0081809|tt0102045|tt0095740|tt0074776|tt0084633|tt0119780|tt0119429|tt0078320|tt0105480|tt0079128|tt0111244|tt0427461|tt0082499|tt0076567|tt0061748|tt0441022|tt0260746|tt0444669|tt0176579|tt0058998|tt0362820|tt0059912|tt4843208|tt0091995|tt0094676|tt0354578|tt0331327|tt0477050|tt0088929|tt0060533|tt0105077|tt0098125|tt0486029|tt0077872|tt0790722|tt2118741|tt0069782|tt0076710|tt0288023|tt1339120
nm0000240,Skeet Ulrich,23,1193235,tt0117571|tt0119822|tt17663992|tt0115963|tt0913354|tt0134154|tt0120769|tt0163579|tt0115495|tt0159784|tt13280054|tt0116827|tt5748392|tt10559102|tt0115742|tt0120357|tt1777595|tt0251174|tt0215516|tt0271200|tt2658538|tt1094296|tt7440398
nm0644897,Sandra Oh,30,1192940,tt0375063|tt5109280|tt8097030|tt0424136|tt0328589|tt2103254|tt27543578|tt0935075|tt0265298|tt1303828|tt13405810|tt0493949|tt0448075|tt13235822|tt0156729|tt18069420|tt5294198|tt0217355|tt0413879|tt5834410|tt0383717|tt0425600|tt0109655|tt0363029|tt4181270|tt6400316|tt0323103|tt0312305|tt23149568|tt15047244
nm0635769,Bruce Norris,4,1192636,tt0167404|tt0120633|tt0119986|tt0301894
nm0001038,Josh Charles,26,1191643,tt0097165|tt0430105|tt0257076|tt0838247|tt0101757|tt13397574|tt0111418|tt1658801|tt0428446|tt4191702|tt3640682|tt5580392|tt0112702|tt4653586|tt2368635|tt0115985|tt6256978|tt0362129|tt0116446|tt0119548|tt0104030|tt0114131|tt0142650|tt1286753|tt0292485|tt3041260
nm0756083,Bill Sage,60,1188562,tt0144084|tt0370986|tt0181984|tt9110170|tt2309021|tt0139362|tt1456060|tt8786654|tt10358198|tt4354756|tt2443822|tt0105411|tt2619512|tt1991191|tt0116606|tt2654572|tt0115742|tt9178402|tt6688022|tt2370230|tt5131906|tt0113080|tt1318001|tt2925768|tt0307466|tt3074952|tt0425094|tt2805676|tt0388973|tt5806646|tt0770814|tt1720263|tt3145008|tt0139649|tt2081178|tt0253114|tt0949875|tt1311087|tt0279074|tt4225478|tt13915968|tt1972752|tt0219957|tt3212026|tt8191850|tt11377190|tt0495036|tt0120162|tt0202856|tt1907743|tt1510987|tt0267000|tt0138750|tt0140791|tt0107960|tt3266322|tt0274675|tt0109192|tt0114756|tt0143193
nm0819320,Suanne Spoke,8,1188095,tt2582802|tt4936176|tt2516326|tt5330986|tt7811942|tt36450921|tt27508304|tt8602902
nm6525901,Henry Golding,13,1187497,tt8367814|tt3104988|tt7040874|tt5177120|tt8404256|tt14961624|tt13456318|tt7720142|tt2542852|tt8090564|tt5834410|tt26676914|tt2191340
nm2186865,Hong Chau,9,1187453,tt9764362|tt13833688|tt1389072|tt32897959|tt22408160|tt24169886|tt9318280|tt13923216|tt9109492
nm0852132,Christine Taylor,21,1187015,tt0196229|tt0364725|tt0120888|tt0115963|tt1608290|tt1763303|tt0762114|tt0112572|tt0118073|tt0490579|tt0110667|tt0115813|tt14636214|tt0816545|tt8431078|tt5030402|tt0111174|tt0126861|tt0156711|tt0160182|tt0112575
nm0786022,Roshan Seth,27,1186494,tt0087469|tt0083987|tt3861390|tt0111301|tt0190865|tt2016894|tt0499375|tt0091578|tt0102555|tt0102456|tt1836987|tt1966385|tt0907674|tt0168529|tt0376606|tt0120848|tt0111233|tt0144597|tt6237168|tt2204540|tt0119422|tt0098963|tt0479178|tt0093704|tt0295035|tt0104176|tt1127721
nm0001264,Sarah Michelle Gellar,19,1186352,tt0139134|tt0119345|tt0391198|tt0267913|tt0331632|tt0453556|tt33978029|tt0433386|tt4045450|tt0405336|tt0485851|tt0145893|tt1068678|tt0433442|tt0308353|tt0368563|tt0428579|tt0242508|tt0097507
nm0007958,Diahnne Abbott,5,1186035,tt0075314|tt0085794|tt0087644|tt0091295|tt0470160
nm0885840,Emily VanCamp,10,1185575,tt1843866|tt0377109|tt0806203|tt0245238|tt2980554|tt0455915|tt14866108|tt0326828|tt1247683|tt3477762
nm0001505,Joe Mantegna,69,1185265,tt0099674|tt1216475|tt0091541|tt0109190|tt0108065|tt0117894|tt0101516|tt0093223|tt0116260|tt0106453|tt0118055|tt0099012|tt0113097|tt0443496|tt0094082|tt0102048|tt0165859|tt0787462|tt0096259|tt0092798|tt0795361|tt2381931|tt0943326|tt0492896|tt0109034|tt0120867|tt0339727|tt0102741|tt0814131|tt0416891|tt0171049|tt0206367|tt0165454|tt0088947|tt0091668|tt0094304|tt0327210|tt0117324|tt0120414|tt0098615|tt1148205|tt0129634|tt1591613|tt2134170|tt0464096|tt0116332|tt0213642|tt0329276|tt0160547|tt0166219|tt0159446|tt0169639|tt0112626|tt0144900|tt0245328|tt1247638|tt2086938|tt0420999|tt0106860|tt1122765|tt0199101|tt2022441|tt0867270|tt29392775|tt0101693|tt8443874|tt0330778|tt0180286|tt0860834
nm0779084,Dougray Scott,35,1185060,tt0120755|tt2446042|tt0465494|tt0120631|tt0382628|tt4978342|tt0157583|tt0265651|tt1524575|tt30876483|tt2716382|tt3923662|tt1858481|tt0120394|tt0403407|tt1316616|tt2911674|tt0119576|tt0407269|tt1519663|tt0302436|tt19869662|tt36629665|tt1724597|tt0120001|tt1183908|tt0153032|tt0382382|tt0150786|tt1565069|tt0233691|tt7334158|tt0329502|tt13071366|tt1119190
nm0571106,Michael McKean,52,1184516,tt0093748|tt0088258|tt0088930|tt1840417|tt1178663|tt0109068|tt0119807|tt0395251|tt0139668|tt8323668|tt0310281|tt0104850|tt0096101|tt0097257|tt0133046|tt0081698|tt0280720|tt0088979|tt4501454|tt1229360|tt0808331|tt20222166|tt0096926|tt0099581|tt0187512|tt0120317|tt10101702|tt0425395|tt0210567|tt0110939|tt0104804|tt0084938|tt0093415|tt1993391|tt0097503|tt0960721|tt8371236|tt0103128|tt1549571|tt0244094|tt0299422|tt10095308|tt0165846|tt0144548|tt0116169|tt11028234|tt0075886|tt0187357|tt0143113|tt33424638|tt0168197|tt0214932
nm0277975,Frank Finlay,44,1183687,tt0253474|tt0089489|tt0072281|tt0078492|tt0073012|tt0065593|tt0079592|tt0340376|tt0066090|tt0063599|tt0098194|tt0085328|tt0063135|tt0070679|tt0059764|tt0063729|tt0062207|tt0061557|tt0068669|tt0083891|tt0059555|tt0069273|tt0120210|tt0067243|tt0100108|tt0061801|tt0144178|tt0902348|tt0108226|tt0068996|tt0059312|tt0113200|tt0131510|tt0056942|tt0097668|tt0120337|tt0056376|tt0138063|tt0199369|tt0293929|tt0088646|tt0312697|tt0126915|tt0066967
nm4336119,Nate Lang,2,1179495,tt2582802|tt1950135
nm0004820,Morris Chestnut,24,1178421,tt1650554|tt2024432|tt1911644|tt0492956|tt0119173|tt0349710|tt0114781|tt0402901|tt0366174|tt0310910|tt3276924|tt0308506|tt2083355|tt0297162|tt0168501|tt3862750|tt1389139|tt0269341|tt0349169|tt0250274|tt0841032|tt0795438|tt0265709|tt0110137
nm0000080,Orson Welles,76,1178288,tt0033467|tt0041959|tt0052311|tt0092106|tt0060665|tt0040525|tt0061452|tt0038991|tt0035015|tt0066549|tt0051878|tt0059012|tt0036969|tt0045251|tt0048393|tt0052700|tt0040558|tt0034922|tt0057634|tt0064091|tt0039041|tt0042256|tt0056171|tt0041767|tt0067386|tt0082122|tt0069229|tt0041182|tt0079985|tt0067699|tt0063679|tt0066997|tt0050680|tt0081109|tt0047579|tt0052148|tt0068994|tt0053638|tt0068637|tt0068521|tt0061801|tt0030881|tt0054788|tt0029594|tt0064448|tt0082443|tt0065361|tt0065025|tt0045259|tt0059429|tt0077547|tt0052799|tt0072751|tt0056558|tt0063174|tt0062225|tt0094007|tt0063376|tt0209994|tt0064534|tt0046465|tt0053735|tt2629506|tt0087202|tt0046483|tt0195228|tt0086577|tt0053053|tt0059359|tt0085690|tt0145458|tt0076737|tt0307099|tt0914808|tt0430194|tt2650464
nm0524240,Matt Lucas,17,1178137,tt1014759|tt9218128|tt2567026|tt4139588|tt0377981|tt6348138|tt3859310|tt0409379|tt1272886|tt1951216|tt1754109|tt3013528|tt0387126|tt11229886|tt12194708|tt3224036|tt31888498
nm0001715,George C. Scott,35,1178026,tt0057012|tt0066206|tt0054997|tt0052561|tt0100477|tt0080516|tt0099528|tt0087262|tt0107497|tt0083169|tt0079271|tt0067217|tt0112368|tt0073113|tt0060164|tt0120683|tt0057254|tt0052876|tt0059927|tt0069946|tt0068997|tt0063426|tt0067848|tt0080754|tt0067329|tt0061678|tt0077381|tt0076211|tt0070472|tt0069158|tt0077952|tt0065911|tt0071194|tt0060760|tt0072114
nm0758760,Colin Salmon,29,1177810,tt7888964|tt0370263|tt1571234|tt1258197|tt28996126|tt0450314|tt9271672|tt0806027|tt0120894|tt8545482|tt1320296|tt0856778|tt26676104|tt0363095|tt0109374|tt0119795|tt0854670|tt1727506|tt1411236|tt0181534|tt1381406|tt0116357|tt5220252|tt7311770|tt0112323|tt1274646|tt1712178|tt1183725|tt6060002
nm0001823,Tom Waits,16,1177748,tt1037705|tt0103874|tt11271038|tt8695030|tt0379217|tt0477139|tt0090967|tt2837574|tt31189315|tt0093277|tt0101373|tt0102741|tt10353588|tt0097076|tt0128245|tt0096901
nm0000725,Joey Lauren Adams,43,1177706,tt0142342|tt0106677|tt0118842|tt0452594|tt0113749|tt2140619|tt0117038|tt0115683|tt6521876|tt20201748|tt0107889|tt2996684|tt2027064|tt0111048|tt0242508|tt0321442|tt0210567|tt1087527|tt0120642|tt1209378|tt14033342|tt0123003|tt0116138|tt0247427|tt1230372|tt0335126|tt1525552|tt0252266|tt2098799|tt2516304|tt2287030|tt3434122|tt0462409|tt2390032|tt0210939|tt1753449|tt2262788|tt4621736|tt5375346|tt3073884|tt0110903|tt33749107|tt36110234
nm2999980,Joanne Gordon,2,1177338,tt0180093|tt0138704
nm0000599,Kathleen Quinlan,41,1177104,tt0112384|tt0119081|tt0454841|tt1528071|tt0866439|tt0118771|tt0401997|tt0120633|tt0119506|tt1340773|tt0120765|tt4922674|tt10083174|tt0096193|tt0357470|tt1241329|tt0084049|tt0120550|tt0090293|tt0094882|tt0111488|tt0074798|tt0076172|tt4209174|tt0079756|tt0094325|tt0790612|tt0085724|tt0081591|tt0879405|tt0079831|tt0114114|tt7765850|tt7776050|tt1147681|tt1513760|tt5881892|tt0893322|tt3587066|tt0087599|tt0091468
nm0267042,Golshifteh Farahani,48,1176332,tt1790809|tt0758774|tt12263384|tt5247022|tt1987680|tt1360860|tt4266076|tt2752688|tt1663321|tt0385277|tt22478818|tt1113810|tt1638353|tt1316616|tt32275943|tt9648886|tt9288748|tt0395461|tt7018010|tt1855236|tt6704880|tt2875926|tt0439477|tt4176556|tt0187809|tt1313230|tt14622802|tt27679443|tt1431246|tt0877349|tt27797160|tt5178120|tt6249434|tt1671482|tt0773747|tt4428740|tt1313108|tt1797391|tt9412514|tt3517026|tt11247622|tt15372110|tt0377772|tt1155769|tt2268481|tt0343755|tt38952240|tt41101017
nm0949521,Ric Young,19,1174407,tt0087469|tt0293662|tt0093389|tt0271027|tt0106770|tt0142192|tt0118750|tt0064148|tt0207377|tt0323103|tt0060544|tt0088200|tt0071255|tt2241047|tt0095438|tt0091756|tt1728679|tt0092924|tt1460632
nm0005155,Desmond Llewelyn,13,1173869,tt0143145|tt0120347|tt0059800|tt0062512|tt0086034|tt0079574|tt0093428|tt0064757|tt0043039|tt0104855|tt0135651|tt0098651|tt0048725
nm0087109,Tammy Blanchard,26,1173780,tt1210166|tt2180411|tt2400463|tt0343737|tt3224458|tt0935075|tt1042877|tt1639084|tt0265808|tt0806165|tt0482463|tt1613062|tt1242618|tt1811307|tt5113250|tt2311348|tt6769326|tt1783798|tt5909334|tt7356476|tt5704368|tt5630752|tt14164156|tt1659341|tt35432768|tt35061030
nm4972453,Olivia Cooke,15,1173750,tt1677720|tt5363618|tt2582496|tt2910814|tt1204977|tt5649108|tt5989218|tt4733640|tt2235779|tt9735470|tt10831086|tt8354218|tt9598214|tt21222462|tt4547938
nm0492566,Sean Lawlor,7,1173442,tt0112573|tt1253853|tt0117220|tt0796339|tt0357091|tt1276974|tt0093834
nm1484270,Harry Shum Jr.,15,1173298,tt6710474|tt3104988|tt1023481|tt10752004|tt10375624|tt2652118|tt6772804|tt3014666|tt8009314|tt8305852|tt22769820|tt1396523|tt11151336|tt1967697|tt25049118
nm0702934,Hugh Quarshie,13,1172924,tt0120915|tt0091203|tt0100260|tt0131646|tt0094860|tt20768712|tt0088760|tt0132563|tt1628039|tt3548276|tt0233954|tt8685252|tt12808034
nm0126260,P.J. Byrne,17,1172654,tt6966692|tt2231461|tt1622979|tt27165187|tt1542768|tt2396431|tt5461956|tt1756855|tt3692652|tt1185242|tt1329177|tt8722440|tt0822819|tt13435750|tt1663708|tt6873690|tt32126421
nm0732703,James Robinson,6,1172079,tt0112573|tt4082314|tt2159988|tt0811056|tt4649856|tt42935632
nm0000312,Amy Brenneman,21,1171953,tt0113277|tt0116040|tt0411061|tt0116287|tt10731768|tt0866437|tt2380331|tt0119517|tt0210358|tt0420015|tt1839642|tt0112606|tt0332285|tt0411323|tt0157075|tt8226892|tt4669974|tt0119518|tt0119774|tt9476068|tt1323806
nm0001646,Ted Raimi,32,1171892,tt0083907|tt0106308|tt0092991|tt0391198|tt0103919|tt0805570|tt0099365|tt0120524|tt0098320|tt0095379|tt0365478|tt1269734|tt0118652|tt2098627|tt0114466|tt4314716|tt0102357|tt26736385|tt7325622|tt0290218|tt0076216|tt0496251|tt8676846|tt1373138|tt0104273|tt37091259|tt19880934|tt0117638|tt11043508|tt0151044|tt10524318|tt0104292
nm0848100,Alan Tall,3,1171594,tt0112573|tt0450269|tt3181614
nm2608689,Ellie Kemper,10,1170793,tt1232829|tt2709768|tt1956620|tt2034031|tt2398241|tt2398249|tt11012066|tt15509244|tt7970348|tt1158933
nm0357979,Josh Hamilton,39,1169687,tt0258463|tt1616195|tt7014006|tt2387433|tt0106246|tt11080108|tt24068064|tt0111732|tt0113537|tt0425326|tt5259822|tt0119324|tt10096842|tt7645334|tt6443294|tt3142366|tt0469897|tt0182508|tt1899324|tt1954811|tt1308094|tt1675759|tt0127914|tt0302889|tt0447953|tt2088903|tt0808392|tt0119021|tt0283680|tt0338187|tt2090494|tt0172240|tt18468926|tt0418735|tt1307071|tt0476988|tt1537469|tt0193198|tt4664042
nm4129745,Allison Williams,8,1168331,tt5052448|tt8760708|tt26342662|tt7772580|tt33088452|tt5498354|tt1920871|tt30227670
nm0001732,Cybill Shepherd,24,1167073,tt0075314|tt0067328|tt0097044|tt0164108|tt0068687|tt0101625|tt1274296|tt0482461|tt0079428|tt0103069|tt3082826|tt0071385|tt0076715|tt0072665|tt0107523|tt0345228|tt0081421|tt0075250|tt5572232|tt0110313|tt1482932|tt1129404|tt0218426|tt2290829
nm1726032,Rob Morgan,17,1166380,tt11286314|tt15474916|tt6048922|tt2396589|tt4353250|tt3317208|tt10008784|tt3547306|tt7689906|tt27706593|tt1974382|tt2375037|tt17010696|tt4340726|tt20495188|tt3327092|tt2207392
nm0935921,Dean Winters,14,1166106,tt2911666|tt0431308|tt6857376|tt3111426|tt1153053|tt6688022|tt6256978|tt0463960|tt1254696|tt0169347|tt0960098|tt0275688|tt12362248|tt0330582
nm0000141,David Duchovny,35,1165905,tt0196229|tt0251075|tt0120902|tt0443701|tt0103786|tt14826022|tt0107302|tt1285309|tt0101757|tt0469623|tt0122459|tt4685762|tt1922685|tt14145436|tt0290212|tt0372334|tt0427968|tt0345074|tt0119906|tt16302202|tt0102757|tt0473709|tt19890316|tt1577052|tt0446463|tt1641401|tt20216624|tt14134062|tt0102170|tt0097964|tt0101707|tt0105729|tt34378128|tt1135944|tt30331998
nm0191784,Mwako Cumbuka,2,1165839,tt0073486|tt0198891
nm0113000,Alonzo Brown,2,1165746,tt0073486|tt3589818
nm0428121,Gemma Jones,28,1164960,tt0243155|tt2066051|tt0114388|tt0317198|tt1473832|tt1182350|tt20234774|tt5635086|tt1435513|tt7983894|tt0066993|tt0422272|tt0120514|tt12374656|tt0155388|tt0436364|tt0098061|tt0120861|tt4928814|tt6667360|tt0113044|tt0159373|tt3608848|tt0163006|tt0365410|tt4028876|tt0093674|tt13850528
nm0001777,Dean Stockwell,76,1164880,tt0090756|tt0118571|tt0092644|tt0087884|tt0119978|tt0105151|tt0090180|tt0252299|tt0039416|tt0089470|tt0037514|tt0052700|tt0109403|tt0119640|tt0093073|tt0056196|tt0039853|tt0065669|tt0117102|tt0096875|tt1650393|tt0041855|tt0040185|tt0063469|tt2994948|tt0042998|tt0042644|tt0113926|tt0054326|tt1761005|tt0171698|tt0070908|tt0059633|tt0127276|tt0094152|tt0041313|tt0038578|tt0119555|tt0084099|tt0043389|tt0039783|tt0042542|tt0049285|tt0075345|tt1439558|tt0094768|tt0040281|tt0039160|tt0038613|tt0083543|tt0071454|tt0493118|tt0282613|tt0167150|tt0182526|tt0038739|tt0050229|tt0097755|tt0068873|tt0211719|tt0117041|tt0147505|tt0095814|tt0119500|tt0090179|tt0076697|tt0181305|tt0100546|tt0179913|tt0096998|tt0073506|tt0071149|tt0089770|tt0251700|tt0075013|tt0104304
nm1557329,Jessica Rothe,21,1164513,tt3783958|tt5308322|tt8155288|tt13923084|tt4103724|tt8305852|tt1266036|tt9585676|tt2654572|tt2122283|tt2201251|tt33249097|tt4650414|tt4623856|tt2523756|tt4919240|tt3953186|tt3969208|tt37340919|tt4465538|tt2458820
nm0341421,Rhoda Griffis,18,1164107,tt1392170|tt0479968|tt1047540|tt0807028|tt5160614|tt9358160|tt8210516|tt8666022|tt0164545|tt0282413|tt0393537|tt24246566|tt1977754|tt3187464|tt4809684|tt2140411|tt3978318|tt2953614
nm0337020,Jason Gray-Stanford,13,1163927,tt0268978|tt5774450|tt2183034|tt27145269|tt5427194|tt30253266|tt1711016|tt1946381|tt0158780|tt0109532|tt3563342|tt3518176|tt2035462
nm0115161,Emily Browning,19,1163229,tt0978764|tt0339291|tt3569230|tt1921064|tt0288477|tt0815245|tt1588398|tt0277941|tt1929308|tt2141751|tt0268437|tt2184287|tt2226519|tt5687814|tt6337816|tt9425856|tt3014078|tt0462033|tt12525406
nm3859624,Ki Hong Lee,9,1162244,tt1790864|tt4046784|tt4500922|tt0420293|tt5322012|tt8179470|tt4401704|tt6150238|tt5676366
nm0001865,Amy Yasbeck,10,1161312,tt0110475|tt0100405|tt0107977|tt0112896|tt0100419|tt0102719|tt0093220|tt0126861|tt0105034|tt2017733
nm0131974,Colleen Camp,54,1161042,tt0112864|tt0088930|tt3605418|tt8629748|tt0120179|tt0089822|tt2119543|tt0108162|tt0077594|tt0109936|tt0088979|tt0086325|tt9224288|tt4392770|tt4624366|tt0117350|tt0083189|tt0096294|tt0098649|tt0901504|tt0105719|tt0075921|tt6469960|tt0271582|tt0084652|tt0094288|tt0326716|tt0072236|tt0095357|tt0087513|tt0960098|tt6048442|tt19224314|tt2377752|tt26315134|tt0217031|tt0088019|tt0105685|tt1330618|tt15388560|tt0089036|tt0080545|tt0077306|tt0075206|tt38058097|tt0091910|tt0077872|tt0087061|tt14264402|tt1618376|tt0086478|tt31418911|tt28503916|tt10730424
nm0004821,Michael Chiklis,21,1160850,tt0120667|tt0486576|tt1059786|tt1904996|tt10682266|tt2247476|tt0389328|tt4578118|tt1247667|tt1551630|tt8809652|tt6411590|tt0185284|tt15431864|tt0098660|tt0102750|tt0138862|tt0765465|tt0171151|tt3240622|tt4392342
nm4110963,Jack Lowden,16,1160073,tt5013056|tt6513120|tt2614684|tt2328900|tt6218358|tt6199572|tt4645330|tt30096221|tt6852178|tt3717804|tt0485061|tt9742392|tt3467914|tt37511177|tt3919118|tt8707622
nm0000298,Candice Bergen,36,1159881,tt0212346|tt0083987|tt0256415|tt1000774|tt0901476|tt5719700|tt6857166|tt0264150|tt0430770|tt0060934|tt0066892|tt10808832|tt1403988|tt0073906|tt20768712|tt0910885|tt0066390|tt0072705|tt0067224|tt0079948|tt0075950|tt0090073|tt0060479|tt0082992|tt10949028|tt0063260|tt0065775|tt0071080|tt0078024|tt0065374|tt0062452|tt0061553|tt0067817|tt0077548|tt2055614|tt2093293
nm0004875,Taye Diggs,34,1159785,tt0238380|tt0299658|tt0139239|tt5304992|tt0264395|tt0185371|tt0294870|tt0202677|tt0328099|tt2083355|tt1013860|tt0168501|tt0161100|tt0297037|tt1171222|tt4131800|tt0120703|tt0376196|tt0413879|tt5843780|tt0191074|tt4156972|tt13157970|tt6848602|tt2547172|tt1109574|tt0379765|tt32604318|tt27031894|tt0190331|tt1017430|tt37521549|tt27613403|tt33363188
nm0408846,Lee Ingleby,10,1159676,tt0304141|tt0311113|tt0120631|tt1023500|tt0386504|tt0221838|tt1764198|tt0440464|tt2292679|tt3037376
nm3931538,Sam Richardson,13,1157744,tt3079380|tt9620292|tt9777666|tt2823054|tt26443616|tt11909878|tt5315212|tt9288692|tt9603060|tt7178640|tt28658276|tt9815998|tt32268992
nm0342241,Scott Grimes,7,1156881,tt15398776|tt0090887|tt0094919|tt2368606|tt0097972|tt0830681|tt3518176
nm0700875,Om Puri,221,1156651,tt3863552|tt2980648|tt0242519|tt2283748|tt0116409|tt0111742|tt1285241|tt0461936|tt1620719|tt1849718|tt0323013|tt5882970|tt0345061|tt0166175|tt1146325|tt0085743|tt0379370|tt6299040|tt0464160|tt2032557|tt0222012|tt1230448|tt0233422|tt0346457|tt0382383|tt0995035|tt0476805|tt1043451|tt4977530|tt4168188|tt1396208|tt0283534|tt5918074|tt0444781|tt1105733|tt0103976|tt1185442|tt0099652|tt4683366|tt0451787|tt0486615|tt2130242|tt0231001|tt0247992|tt0173081|tt0419468|tt0363409|tt2292625|tt1441956|tt1170404|tt0300028|tt5333612|tt0218533|tt0116950|tt0493417|tt0085178|tt0210609|tt0349703|tt4940456|tt0208903|tt2861320|tt1038915|tt0089599|tt0119743|tt0266875|tt0364303|tt0396690|tt0439714|tt0331216|tt1334254|tt0080322|tt0255309|tt0253194|tt0085896|tt0079938|tt6246170|tt0172089|tt0220597|tt2278422|tt1471247|tt4642936|tt0087417|tt4501576|tt0102513|tt0272607|tt0080343|tt0135161|tt3334348|tt0119720|tt0117374|tt0301179|tt0284479|tt0178392|tt0120848|tt0282771|tt0274019|tt1287847|tt2191641|tt1438486|tt0107199|tt0130348|tt0303733|tt0103689|tt0104098|tt1867070|tt4707940|tt0264210|tt5326230|tt0153545|tt0348521|tt1947973|tt1508950|tt1620907|tt4677244|tt8176312|tt0089678|tt0387164|tt3876082|tt1673411|tt0229193|tt0989633|tt0177490|tt0077179|tt4541102|tt0234207|tt0112586|tt0213677|tt1095038|tt0080435|tt0099437|tt1942905|tt0102831|tt0091105|tt0155499|tt3089920|tt1754137|tt0310865|tt0381090|tt1964886|tt1584917|tt0388181|tt2531120|tt0083575|tt0452878|tt0308513|tt0352489|tt5714802|tt8533270|tt0137685|tt6154834|tt0113528|tt1464549|tt1240979|tt0302058|tt0114618|tt0260928|tt1176141|tt0249359|tt0315777|tt0417735|tt8084696|tt0484279|tt0088227|tt0273513|tt0314938|tt0378157|tt0117825|tt0476785|tt0432385|tt0134580|tt1202528|tt0337749|tt0094081|tt0832365|tt0076089|tt0366939|tt0483786|tt6231998|tt0113527|tt0312445|tt0157518|tt0110794|tt0286545|tt2872050|tt0262625|tt0431315|tt0232018|tt0448454|tt14677610|tt0366593|tt0104274|tt3854246|tt0395609|tt0391187|tt0950703|tt0479729|tt1637718|tt1534496|tt0156999|tt7951766|tt7972100|tt0461125|tt0386493|tt0267924|tt1642195|tt4846906|tt0961069|tt0451970|tt1347510|tt20765394|tt14780982|tt12214542|tt2679078|tt0259526|tt18272862|tt0378645|tt0256534|tt2739824|tt1942975|tt1024945|tt3669176
nm0001072,Joseph Cotten,72,1156380,tt0033467|tt0041959|tt0036342|tt0070723|tt0066473|tt0036855|tt0035015|tt0046126|tt0080855|tt0066740|tt0058213|tt0075648|tt0038499|tt0042004|tt0040705|tt0037280|tt0034922|tt0069048|tt0076845|tt0055073|tt0039370|tt0081467|tt0041172|tt0067321|tt0069235|tt0036940|tt0049405|tt0080853|tt0060261|tt0037885|tt0045566|tt0051638|tt0045190|tt0043782|tt0060801|tt0043118|tt0083144|tt0043079|tt0064470|tt0077296|tt0073051|tt0042947|tt0069958|tt0033858|tt0030881|tt0059460|tt0061497|tt0053601|tt0059244|tt0065795|tt0080607|tt0080833|tt0050481|tt0061831|tt0045281|tt0043615|tt0075291|tt0049027|tt0061144|tt0047865|tt0035993|tt0079340|tt0043912|tt0329247|tt0061424|tt0063011|tt0078038|tt0208931|tt0070804|tt0062287|tt0068497|tt0048797
nm0569891,Tom McGrath,4,1156053,tt0351283|tt1001526|tt1277953|tt1911658
nm1057928,Zoë Bell,14,1155610,tt1483013|tt1028528|tt0462322|tt1446072|tt2111392|tt2619512|tt4540434|tt3598222|tt1269734|tt4991652|tt2751140|tt7018574|tt6736300|tt3572642
